;Order date;Order type;Workflow status;Business Partner;Container;Front Office Domicile Country;Money Account (-) (leg 1);Money Account (+) (leg 1);Money Account (-) (leg 2);Money Account (+) (leg 2);Bank buys (leg 1);Bank buys (leg 2);Bank sells leg 1;Bank sells leg 2;Asset leg 1;Asset leg 2;Trade date;Value date leg 1;Value date leg 2
135676601;20.10.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 11786625;EUR 10000000;EUR 10000000;USD 11808200;FX Swap Near Leg - EUR/USD, 19.10.17 (1014699);FX Swap Far Leg - EUR/USD, 24.11.17 (1014700);19.10.2017;19.10.2017;24.11.2017
135677343;20.10.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 11840000;EUR 10000000;EUR 10000000;USD 11860370;FX Swap Near Leg - EUR/USD, 19.10.17 (1014715);FX Swap Far Leg - EUR/USD, 14.11.17 (1014716);19.10.2017;13.10.2017;14.11.2017
135666240;18.10.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 11760000;EUR 10000000;EUR 10000000;USD 11779500;FX Swap Near Leg - EUR/USD, 19.10.17 (1014491);FX Swap Far Leg - EUR/USD, 20.11.17 (1014492);17.10.2017;19.10.2017;20.11.2017
135665509;18.10.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 11768220;EUR 10000000;EUR 10000000;USD 11772420;FX Swap Near Leg - EUR/USD, 17.10.17 (1014464);FX Swap Far Leg - EUR/USD, 24.10.17 (1014465);17.10.2017;17.10.2017;24.10.2017
135660175;17.10.2017;FX swap;Done;RAIFFEISEN BANK INT. AT;0001153.3003 AUX Interim money trading (23);;0001153.MM MACC.SETTLE.IN.USD recon_settle;0001153.MM MACC.SETTLE.OUT.EUR recon_settle;0001153.MM MACC.SETTLE.IN.EUR recon_settle;0001153.MM MACC.SETTLE.OUT.USD recon_settle;USD 11790000;EUR 10000000;EUR 10000000;USD 11810300;FX Swap Near Leg - EUR/USD, 18.10.17 (1014328);FX Swap Far Leg - EUR/USD, 20.11.17 (1014329);16.10.2017;18.10.2017;20.11.2017
135660114;17.10.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 11491200;CHF 11491528;EUR 10000000;FX Swap Near Leg - EUR/CHF, 16.10.17 (1014317);FX Swap Far Leg - EUR/CHF, 18.10.17 (1014318);16.10.2017;16.10.2017;18.10.2017
135660129;17.10.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 9749900;CHF 9751143;USD 10000000;FX Swap Near Leg - USD/CHF, 16.10.17 (1014320);FX Swap Far Leg - USD/CHF, 18.10.17 (1014321);16.10.2017;16.10.2017;18.10.2017
135652216;14.10.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 8282610;EUR 7000000;EUR 7000000;USD 8285585;FX Swap Near Leg - EUR/USD, 17.10.17 (1014180);FX Swap Far Leg - EUR/USD, 24.10.17 (1014181);13.10.2017;17.10.2017;24.10.2017
135651816;14.10.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;CAD 500000;USD 401212.63;USD 401142.45;CAD 500000;FX Swap Near Leg - CAD/USD, 16.10.17 (1014157);FX Swap Far Leg - CAD/USD, 14.11.17 (1014158);13.10.2017;16.10.2017;14.11.2017
135647473;13.10.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 17798400;EUR 15000000;EUR 15000000;USD 17827545;FX Swap Near Leg - EUR/USD, 16.10.17 (1014034);FX Swap Far Leg - EUR/USD, 16.11.17 (1014035);12.10.2017;16.10.2017;16.11.2017
135642027;12.10.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.GBP recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.GBP recon_settle;GBP 500000;CHF 643650;CHF 643695;GBP 500000;FX Swap Near Leg - GBP/CHF, 11.10.17 (1013890);FX Swap Far Leg - GBP/CHF, 13.10.17 (1013891);11.10.2017;11.10.2017;13.10.2017
135632101;10.10.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.CHF recon_settle;8000132.MM MACC.SETTLE.IN.CHF recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 9749000;CHF 9787000;USD 10000000;FX Swap Near Leg - USD/CHF, 11.10.17 (1013575);FX Swap Far Leg - USD/CHF, 11.12.17 (1013576);09.10.2017;11.10.2017;11.12.2017
135631975;10.10.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 7000000;CHF 8048600;CHF 8048880;EUR 7000000;FX Swap Near Leg - EUR/CHF, 09.10.17 (1013572);FX Swap Far Leg - EUR/CHF, 11.10.17 (1013573);09.10.2017;09.10.2017;11.10.2017
135631063;10.10.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;CAD 1000000;CHF 779099;CHF 780610;CAD 1000000;FX Swap Near Leg - CAD/CHF, 11.10.17 (1013532);FX Swap Far Leg - CAD/CHF, 14.11.17 (1013533);09.10.2017;11.10.2017;14.11.2017
135631036;10.10.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.AUD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.AUD recon_settle;AUD 500000;CHF 378798;CHF 379750;AUD 500000;FX Swap Near Leg - AUD/CHF, 11.10.17 (1013529);FX Swap Far Leg - AUD/CHF, 13.11.17 (1013530);09.10.2017;11.10.2017;13.11.2017
134381609;07.10.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 11000000;CHF 12599620;CHF 12600215.1;EUR 11000000;FX Swap Near Leg - EUR/CHF, 06.10.17 (1013426);FX Swap Far Leg - EUR/CHF, 10.10.17 (1013427);06.10.2017;06.10.2017;10.10.2017
134376793;06.10.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.GBP recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.GBP recon_settle;GBP 500000;CHF 643453;CHF 643600.5;GBP 500000;FX Swap Near Leg - GBP/CHF, 05.10.17 (1013305);FX Swap Far Leg - GBP/CHF, 13.10.17 (1013306);05.10.2017;05.10.2017;13.10.2017
134377827;06.10.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 5000000;USD 5870528.5;USD 5870252;EUR 5000000;FX Swap Near Leg - EUR/USD, 05.10.17 (1013347);FX Swap Far Leg - EUR/USD, 06.10.17 (1013348);05.10.2017;05.10.2017;06.10.2017
134373929;05.10.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.GBP recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.GBP recon_settle;GBP 250000;USD 331658.25;USD 331650;GBP 250000;FX Swap Near Leg - GBP/USD, 04.10.17 (1013252);FX Swap Far Leg - GBP/USD, 05.10.17 (1013253);04.10.2017;04.10.2017;05.10.2017
134340727;30.09.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.CAD recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.CAD recon_settle;CAD 500000;USD 402026.21;USD 401993.89;CAD 500000;FX Swap Near Leg - CAD/USD, 29.09.17 (1012802);FX Swap Far Leg - CAD/USD, 11.10.17 (1012803);29.09.2017;29.09.2017;11.10.2017
134327229;28.09.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.GBP recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.GBP recon_settle;GBP 500000;CHF 652395;CHF 652697.5;GBP 500000;FX Swap Near Leg - GBP/CHF, 27.09.17 (1012449);FX Swap Far Leg - GBP/CHF, 11.10.17 (1012450);27.09.2017;27.09.2017;11.10.2017
134321070;27.09.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.2001 BE27488591888273AUD Nostro Account AUD;0000255.MM MACC.SETTLE.OUT.USD recon_settle;0000255.MM MACC.SETTLE.IN.USD recon_settle;0000255.2001 BE27488591888273AUD Nostro Account AUD;AUD 250000;USD 198141.5;USD 198178.5;AUD 250000;FX Swap Near Leg - AUD/USD, 27.09.17 (1012333);FX Swap Far Leg - AUD/USD, 11.10.17 (1012334);26.09.2017;27.09.2017;11.10.2017
134259870;16.09.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;CAD 250000;USD 205533.45;USD 205483.96;CAD 250000;FX Swap Near Leg - CAD/USD, 18.09.17 (1011417);FX Swap Far Leg - CAD/USD, 27.10.17 (1011418);15.09.2017;18.09.2017;27.10.2017
134257000;15.09.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 11870000;EUR 10000000;EUR 10000000;USD 11889250;FX Swap Near Leg - EUR/USD, 18.09.17 (1011335);FX Swap Far Leg - EUR/USD, 18.10.17 (1011336);14.09.2017;18.09.2017;18.10.2017
134255029;15.09.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;CAD 500000;USD 410729.57;USD 410656.37;CAD 500000;FX Swap Near Leg - CAD/USD, 14.09.17 (1011271);FX Swap Far Leg - CAD/USD, 16.10.17 (1011272);14.09.2017;14.09.2017;16.10.2017
134249590;14.09.2017;FX swap;Done;RAIFFEISEN BANK INT. AT;0001153.3003 AUX Interim money trading (23);;0001153.MM MACC.SETTLE.IN.USD recon_settle;0001153.MM MACC.SETTLE.OUT.EUR recon_settle;0001153.MM MACC.SETTLE.IN.EUR recon_settle;0001153.MM MACC.SETTLE.OUT.USD recon_settle;USD 11985000;EUR 10000000;EUR 10000000;USD 12005800;FX Swap Near Leg - EUR/USD, 15.09.17 (1011155);FX Swap Far Leg - EUR/USD, 17.10.17 (1011156);13.09.2017;15.09.2017;17.10.2017
134244448;13.09.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 11957000;EUR 10000000;EUR 10000000;USD 11977950;FX Swap Near Leg - EUR/USD, 14.09.17 (1010984);FX Swap Far Leg - EUR/USD, 16.10.17 (1010985);12.09.2017;14.09.2017;16.10.2017
134237878;12.09.2017;FX swap;Done;RAIFFEISEN BANK INT. AT;0001153.3003 AUX Interim money trading (23);;0001153.MM MACC.SETTLE.IN.USD recon_settle;0001153.MM MACC.SETTLE.OUT.EUR recon_settle;0001153.MM MACC.SETTLE.IN.EUR recon_settle;0001153.MM MACC.SETTLE.OUT.USD recon_settle;USD 12014000;EUR 10000000;EUR 10000000;USD 12033300;FX Swap Near Leg - EUR/USD, 13.09.17 (1010806);FX Swap Far Leg - EUR/USD, 13.10.17 (1010807);11.09.2017;13.09.2017;13.10.2017
134201876;02.09.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.CHF recon_settle;0000255.MM MACC.SETTLE.IN.CHF recon_settle;000025502978 BE87480945108794 Nostro Account EUR;EUR 5000000;CHF 5716700;CHF 5717020;EUR 5000000;FX Swap Near Leg - EUR/CHF, 01.09.17 (1009926);FX Swap Far Leg - EUR/CHF, 05.09.17 (1009927);01.09.2017;01.09.2017;05.09.2017
134196378;01.09.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 5000000;CHF 5731800;CHF 5732196.5;EUR 5000000;FX Swap Near Leg - EUR/CHF, 31.08.17 (1009838);FX Swap Far Leg - EUR/CHF, 05.09.17 (1009839);31.08.2017;31.08.2017;05.09.2017
134191406;31.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 11411145;CHF 11411342;EUR 10000000;FX Swap Near Leg - EUR/CHF, 30.08.17 (1009699);FX Swap Far Leg - EUR/CHF, 31.08.17 (1009700);30.08.2017;30.08.2017;31.08.2017
134186916;30.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.AUD recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.AUD recon_settle;AUD 500000;CAD 495460.5;CAD 495550;AUD 500000;FX Swap Near Leg - AUD/CAD, 31.08.17 (1009565);FX Swap Far Leg - AUD/CAD, 07.09.17 (1009566);29.08.2017;31.08.2017;07.09.2017
134187100;30.08.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 5000000;CHF 5697030;CHF 5697616;EUR 5000000;FX Swap Near Leg - EUR/CHF, 29.08.17 (1009572);FX Swap Far Leg - EUR/CHF, 05.09.17 (1009573);29.08.2017;29.08.2017;05.09.2017
134181835;29.08.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 16000000;CHF 18192480;CHF 18193011.2;EUR 16000000;FX Swap Near Leg - EUR/CHF, 28.08.17 (1009471);FX Swap Far Leg - EUR/CHF, 30.08.17 (1009472);28.08.2017;28.08.2017;30.08.2017
134173864;26.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 19262340;USD 20000000;USD 20000000;CHF 19252800;FX Swap Near Leg - USD/CHF, 28.08.17 (1009382);FX Swap Far Leg - USD/CHF, 05.09.17 (1009383);25.08.2017;28.08.2017;05.09.2017
134173788;26.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;USD 11795730;USD 11794082;EUR 10000000;FX Swap Near Leg - EUR/USD, 25.08.17 (1009378);FX Swap Far Leg - EUR/USD, 28.08.17 (1009379);25.08.2017;25.08.2017;28.08.2017
134173704;26.08.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 5000000;USD 5899655;USD 5896462.5;EUR 5000000;FX Swap Near Leg - EUR/USD, 25.08.17 (1009373);FX Swap Far Leg - EUR/USD, 05.09.17 (1009374);25.08.2017;25.08.2017;05.09.2017
134154812;25.08.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 5000000;CHF 5690680;CHF 5691591;EUR 5000000;FX Swap Near Leg - EUR/CHF, 24.08.17 (1009263);FX Swap Far Leg - EUR/CHF, 05.09.17 (1009264);24.08.2017;24.08.2017;05.09.2017
134150723;24.08.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 5000000;CHF 5703427.5;CHF 5703516.5;EUR 5000000;FX Swap Near Leg - EUR/CHF, 23.08.17 (1009171);FX Swap Far Leg - EUR/CHF, 24.08.17 (1009172);23.08.2017;23.08.2017;24.08.2017
134143720;22.08.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 7956900;EUR 7000000;EUR 7000000;CHF 7956830;FX Swap Near Leg - EUR/CHF, 21.08.17 (1008992);FX Swap Far Leg - EUR/CHF, 22.08.17 (1008993);21.08.2017;21.08.2017;22.08.2017
134120585;16.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 11747106;EUR 10000000;EUR 10000000;USD 11747796;FX Swap Near Leg - EUR/USD, 15.08.17 (1008585);FX Swap Far Leg - EUR/USD, 16.08.17 (1008586);15.08.2017;15.08.2017;16.08.2017
134119842;16.08.2017;FX swap;Done;BANQUE CANTONALE GENEVE;0000231.3004 AUX Interim money trading (23);;0000231.MM MACC.SETTLE.IN.USD recon_settle;0000231.MM MACC.SETTLE.OUT.EUR recon_settle;0000231.MM MACC.SETTLE.IN.EUR recon_settle;0000231.MM MACC.SETTLE.OUT.USD recon_settle;USD 11757000;EUR 10000000;EUR 10000000;USD 11796500;FX Swap Near Leg - USD/EUR, 16.08.17 (1008558);FX Swap Far Leg - USD/EUR, 16.10.17 (1008559);15.08.2017;16.08.2017;16.10.2017
134115396;15.08.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 11797800;EUR 10000000;EUR 10000000;USD 11818140;FX Swap Near Leg - EUR/USD, 16.08.17 (1008489);FX Swap Far Leg - EUR/USD, 18.09.17 (1008490);14.08.2017;16.08.2017;18.09.2017
134103559;12.08.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 11757300;EUR 10000000;EUR 10000000;USD 11775870;FX Swap Near Leg - EUR/USD, 15.08.17 (1008300);FX Swap Far Leg - EUR/USD, 15.09.17 (1008301);11.08.2017;15.08.2017;15.09.2017
134098914;11.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 17589000;EUR 15000000;EUR 15000000;USD 17616900;FX Swap Near Leg - EUR/USD, 14.08.17 (1008159);FX Swap Far Leg - EUR/USD, 14.09.17 (1008160);10.08.2017;14.08.2017;14.09.2017
134098783;11.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;CAD 150000;USD 117839.3;USD 117837.8;CAD 150000;FX Swap Near Leg - CAD/USD, 10.08.17 (1008152);FX Swap Far Leg - CAD/USD, 11.08.17 (1008153);10.08.2017;10.08.2017;11.08.2017
134093859;10.08.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 11726600;EUR 10000000;EUR 10000000;USD 11764710;FX Swap Near Leg - EUR/USD, 11.08.17 (1008034);FX Swap Far Leg - EUR/USD, 11.10.17 (1008035);09.08.2017;11.08.2017;11.10.2017
134093907;10.08.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.GBP recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.GBP recon_settle;GBP 500000;USD 649889;USD 649752;GBP 500000;FX Swap Near Leg - GBP/USD, 09.08.17 (1008038);FX Swap Far Leg - GBP/USD, 16.08.17 (1008039);09.08.2017;09.08.2017;16.08.2017
134088842;09.08.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 11805830;EUR 10000000;EUR 10000000;USD 11826530;FX Swap Near Leg - EUR/USD, 08.08.17 (1007926);FX Swap Far Leg - EUR/USD, 11.09.17 (1007927);08.08.2017;08.08.2017;11.09.2017
